bgrf_id	mimotext_id	column	text	keyword	property	concept	concept_id
81.23	Q2048	r_s	intentions édifiantes	intentions édifiantes	P39	morale	Q3921 
81.25	Q2049	r_s	prétentions moralisatrices	prétentions moralisatrices	P39	morale	Q3921 
81.28	Q2051	r_s	intentions moralisatrices	intentions moralisatrices	P39	morale	Q3921 
82.13	Q2060	r_s	sensibilité, observations politiques et morales	observations politiques et morales	P39	morale	Q3921 
83.59	Q2115	r_s	sensibilité, prétentions moralisatrices	prétentions moralisatrices	P39	morale	Q3921 
83.8	Q2118	r_s	conclusions moralisatrices	conclusions moralisatrices	P39	morale	Q3921 
84.2	Q2126	r_s	but moralisateur	but moralisateur	P39	morale	Q3921 
84.20	Q2127	r_s	ton moralisateur	ton moralisateur	P39	morale	Q3921 
84.26	Q2133	r_s	prétentions moralisatrices	prétentions moralisatrices	P39	morale	Q3921 
84.4	Q2145	r_s	ton moralisateur	ton moralisateur	P39	morale	Q3921 
85.20	Q2168	r_s	discussions morales	morale	P39	morale	Q3921 
85.26	Q2172	r_s	thèmes moraux	thèmes moraux	P39	morale	Q3921 
85.7	Q2190	r_s	ton sentimental et moralisateur, observations des mœurs mauresques	ton sentimental et moralisateur	P39	morale	Q3921 
86.42	Q2211	r_s	sensibilité, prétentions moralisatrices	prétentions moralisatrices	P39	morale	Q3921 
86.43	Q2212	r_s	intentions édifiantes	intentions édifiantes	P39	morale	Q3921 
86.8	Q2230	r_s	sensibilité, prétentions moralisatrices, attaques contre les philosophes	prétentions moralisatrices	P39	morale	Q3921 
87.61	Q2262	r_s	intentions moralisatrices, sensibilité	intentions moralisatrices	P39	morale	Q3921 
88.1	Q2270	r_s	prétentions moralisatrices	prétentions moralisatrices	P39	morale	Q3921 
88.56	Q2299	r_s	prétentions moralisatrices, sensibilité	prétentions moralisatrices	P39	morale	Q3921 
88.92	Q2317	r_s	intentions moralisatrices	intentions moralisatrices	P39	morale	Q3921 
89.53	Q2351	r_s	ton sentimental et moralisateur	ton sentimental et moralisateur	P39	morale	Q3921 
89.57	Q2355	r_s	prétentions moralisatrices	prétentions moralisatrices	P39	morale	Q3921 
89.64	Q2359	r_s	prétentions moralisatrices	prétentions moralisatrices	P39	morale	Q3921 
89.82	Q2365	r_s	prétentions moralisatrices, sensibilité	prétentions moralisatrices	P39	morale	Q3921 
89.92	Q2370	r_s	prétentions moralisatrices	prétentions moralisatrices	P39	morale	Q3921 
90.48	Q2402	r_s	ton moralisateur	ton moralisateur	P39	morale	Q3921 
90.62	Q2413	r_s	prétentions moralisatrices	prétentions moralisatrices	P39	morale	Q3921 
94.15	Q2498	r_s	observations sur les mœurs	observations sur les mœurs	P39	morale	Q3921 
96.16	Q2529	r_s	ton sentimental et moralisateur	ton sentimental et moralisateur	P39	morale	Q3921 
96.41	Q2542	r_s	réflexions morales	morale	P39	morale	Q3921 
96.52	Q2551	r_s	sensibilité, ton moralisateur	ton moralisateur	P39	morale	Q3921 
97.73	Q2594	r_s	intentions moralisatrices	intentions moralisatrices	P39	morale	Q3921 
98.1	Q2596	r_s	peinture des mœurs, observations morales, sensibilité	morale	P39	morale	Q3921 
98.19	Q2601	r_s	sensibilité, ton moralisateur	ton moralisateur	P39	morale	Q3921 
98.65	Q2623	r_s	prétentions moralisatrices	prétentions moralisatrices	P39	morale	Q3921 
98.81	Q2633	r_s	sensibilité, prétentions moralisatrices	prétentions moralisatrices	P39	morale	Q3921 
99.109	Q2647	r_s	sensibilité, intentions moralisatrices	intentions moralisatrices	P39	morale	Q3921 
99.118	Q2656	r_s	intentions moralisatrices et philosophiques	intentions moralisatrices et philosophiques	P39	morale	Q3921 
99.129	Q2666	r_s	sensibilité, intentions moralisatrices	intentions moralisatrices	P39	morale	Q3921 
99.133	Q2668	r_s	prétentions moralisatrices	prétentions moralisatrices	P39	morale	Q3921 
99.136	Q2671	r_s	sensibilité, ton moralisateur	ton moralisateur	P39	morale	Q3921 
99.148	Q2681	r_s	ton mondain et moralisateur	ton mondain et moralisateur	P39	morale	Q3921 
99.158	Q2688	r_s	critique sociale, ton moralisateur et sensible	ton moralisateur	P39	morale	Q3921 
99.167	Q2693	r_s	sensibilité, prétentions moralisatrices	prétentions moralisatrices	P39	morale	Q3921 
99.20	Q2701	r_s	ton moralisateur	ton moralisateur	P39	morale	Q3921 
99.3	Q2709	r_s	ton sentimental et moralisateur	ton sentimental et moralisateur	P39	morale	Q3921 
99.40	Q2720	r_s	conte moral	conte moral	P39	morale	Q3921 
99.6	Q2732	r_s	ton voluptueux mais moralisateur	ton voluptueux mais moralisateur	P39	morale	Q3921 
99.60	Q2733	r_s	ton sombre et moralisateur	ton sombre et moralisateur	P39	morale	Q3921 
51.42	Q1010	r_s	but moralisateur.	but moralisateur	P39	morale	Q3921 
58.13	Q1017	r_s	réflexions morales.	morale	P39	morale	Q3921 
74.15	Q1043	r_s	sensibilité, vertu, prétentions moralisatrices.	prétentions moralisatrices	P39	morale	Q3921 
77.57	Q1049	r_s	observations sur les mœurs.	observations sur les mœurs	P39	morale	Q3921 
84.58	Q1065	r_s	sensibilité, intentions moralisatrices, tendances réalistes.	intentions moralisatrices	P39	morale	Q3921 
87.25	Q1070	r_s	fin moralisatrice.	fin moralisatrice	P39	morale	Q3921 
89.81	Q1076	r_s	prétentions moralisatrices.	prétentions moralisatrices	P39	morale	Q3921 
00.49	Q1171	r_s	thèmes pédagogiques et philosophiques	thèmes pédagogiques et philosophiques	P39	philosophie	Q3922 
00.66	Q1188	r_s	ton satirique, thèmes philosophiques, sensibilité	thèmes philosophiques	P39	philosophie	Q3922 
58.1	Q1376	r_s	ton satirique, réflexions philosophiques	réflexions philosophiques	P39	philosophie	Q3922 
58.15	Q1378	r_s	réflexions philosophiques, sensibilité	réflexions philosophiques	P39	philosophie	Q3922 
59.10	Q1388	r_s	thèmes philosophiques	thèmes philosophiques	P39	philosophie	Q3922 
59.7	Q1399	r_s	thèmes philosophiques	thèmes philosophiques	P39	philosophie	Q3922 
60.29	Q1414	r_s	thèmes philosophiques	thèmes philosophiques	P39	philosophie	Q3922 
63.42	Q1483	r_s	remarques sur les mœurs, les institutions, thèmes philosophiques, ton satirique	thèmes philosophiques	P39	philosophie	Q3922 
65.14	Q1520	r_s	thèmes philosophiques	thèmes philosophiques	P39	philosophie	Q3922 
66.21	Q1566	r_s	ton satirique, thèmes philosophiques	thèmes philosophiques	P39	philosophie	Q3922 
66.35	Q1577	r_s	thèmes philosophiques, sensibilité, mélancolie	thèmes philosophiques	P39	philosophie	Q3922 
68.55	Q1035	r_s	thèmes économiques et philosophiques	thèmes économiques et philosophiques	P39	philosophie	Q3922 
68.56	Q1668	r_s	critique des mœurs, thèmes philosophiques	thèmes philosophiques	P39	philosophie	Q3922 
69.69	Q1715	r_s	critique de l’Eglise, thèmes philosophiques	thèmes philosophiques	P39	philosophie	Q3922 
70.38	Q1739	r_s	thèmes philosophiques	thèmes philosophiques	P39	philosophie	Q3922 
71.22	Q1772	r_s	considérations philosophiques	considérations philosophiques	P39	philosophie	Q3922 
71.39	Q1783	r_s	roman d’éducation, thèmes philosophiques	thèmes philosophiques	P39	philosophie	Q3922 
72.16	Q1798	r_s	thèmes philosophiques	thèmes philosophiques	P39	philosophie	Q3922 
72.6	Q1816	r_s	ton satirique, thèmes philosophiques	thèmes philosophiques	P39	philosophie	Q3922 
74.33	Q1861	r_s	thèmes philosophiques	thèmes philosophiques	P39	philosophie	Q3922 
75.44	Q1892	r_s	thèmes philosophiques	thèmes philosophiques	P39	philosophie	Q3922 
75.46	Q1894	r_s	thèmes philosophiques	thèmes philosophiques	P39	philosophie	Q3922 
79.29	Q1997	r_s	thèmes philosophiques	thèmes philosophiques	P39	philosophie	Q3922 
81.2	Q2045	r_s	discussions philosophiques et morales	discussions philosophiques et morales	P39	philosophie	Q3922 
81.29	Q2052	r_s	thèmes philosophiques, théories pseudoscientifiques, critique des mœurs	thèmes philosophiques	P39	philosophie	Q3922 
82.32	Q2070	r_s	thèmes philosophiques	thèmes philosophiques	P39	philosophie	Q3922 
83.29	Q2095	r_s	thèmes philosophiques	thèmes philosophiques	P39	philosophie	Q3922 
83.32	Q2096	r_s	thèmes philosophiques	thèmes philosophiques	P39	philosophie	Q3922 
84.36	Q2141	r_s	thèmes philosophiques, ton satirique	thèmes philosophiques	P39	philosophie	Q3922 
85.40	Q2184	r_s	imitations d’Ossian, thèmes philosophiques, intentions didactiques, tendances réalistes	thèmes philosophiques	P39	philosophie	Q3922 
86.46	Q2215	r_s	ton satirique, prétentions philosophiques	prétentions philosophiques	P39	philosophie	Q3922 
86.8	Q2230	r_s	sensibilité, prétentions moralisatrices, attaques contre les philosophes	attaques contre les philosophes	P39	philosophie	Q3922 
87.4	Q2246	r_s	observations politiques, thèmes philosophiques, pseudo-épopée	thèmes philosophiques	P39	philosophie	Q3922 
87.54	Q2257	r_s	prétentions philosophiques	prétentions philosophiques	P39	philosophie	Q3922 
88.11	Q2275	r_s	discours philosophiques	discours philosophiques	P39	philosophie	Q3922 
88.39	Q2288	r_s	réflexions philosophiques de toutes sortes	réflexions philosophiques de toutes sortes	P39	philosophie	Q3922 
96.3	Q2534	r_s	tendances réalistes, thèmes philosophiques	thèmes philosophiques	P39	philosophie	Q3922 
96.38	Q2539	r_s	thèmes philosophiques	thèmes philosophiques	P39	philosophie	Q3922 
97.44	Q2580	r_s	thèmes philosophiques, intentions didactiques	thèmes philosophiques	P39	philosophie	Q3922 
98.3	Q2606	r_s	thèmes philosophiques, ton satirique (imitation de Candide)	thèmes philosophiques	P39	philosophie	Q3922 
98.5	Q2618	r_s	thèmes philosophiques	thèmes philosophiques	P39	philosophie	Q3922 
99.128	Q2665	r_s	ton satirique, thèmes philosophiques	thèmes philosophiques	P39	philosophie	Q3922 
99.160	Q2691	r_s	éléments merveilleux, thèmes philosophiques, ton facétieux	thèmes philosophiques	P39	philosophie	Q3922 
99.68	Q2737	r_s	thèmes philosophiques	thèmes philosophiques	P39	philosophie	Q3922 
52.43	Q1011	r_s	thèmes philosophiques, ton satirique.	thèmes philosophiques	P39	philosophie	Q3922 
67.39	Q1033	r_s	style noble, vertu, thèmes philosophiques.	thèmes philosophiques	P39	philosophie	Q3922 
68.55	Q1035	r_s	thèmes économiques et philosophiques	thèmes économiques et philosophiques	P39	philosophie	Q3922 
82.27	Q1055	r_s	thèmes philosophiques, quelques épisodes aux tendances réalistes.	thèmes philosophiques	P39	philosophie	Q3922 
97.21	Q1088	r_s	thèmes philosophiques, mise en cause des techniques du romancier.	thèmes philosophiques	P39	philosophie	Q3922 
97.22	Q1089	r_s	thèmes philosophiques et humanitaires.	thèmes philosophiques	P39	philosophie	Q3922 
00.100	Q1103	r_s	ton satirique	ton satirique	P39	satire	Q3906 
00.121	Q1124	r_s	ton satirique, tendances réalistes	ton satirique	P39	satire	Q3906 
00.138	Q1140	r_s	ton satirique	ton satirique	P39	satire	Q3906 
00.19	Q1151	r_s	ton satirique	ton satirique	P39	satire	Q3906 
00.21	Q1152	r_s	ton satirique	ton satirique	P39	satire	Q3906 
00.43	Q1168	r_s	ton satirique	ton satirique	P39	satire	Q3906 
00.57	Q1179	r_s	style familier, ton satirique	ton satirique	P39	satire	Q3906 
00.64	Q1186	r_s	précisions pornographiques, ton satirique	ton satirique	P39	satire	Q3906 
00.66	Q1188	r_s	ton satirique, thèmes philosophiques, sensibilité	ton satirique	P39	satire	Q3906 
51.36	Q1232	r_s	autobiographie romancée, avec traits satiriques	traits satiriques	P39	satire	Q3906 
51.38	Q1234	r_s	ton satirique	ton satirique	P39	satire	Q3906 
51.39	Q1235	r_s	satire de la religion chrétienne, du luxe, etc.	satire	P39	satire	Q3906 
52.17	Q1248	r_s	ton satirique	ton satirique	P39	satire	Q3906 
52.18	Q1249	r_s	ton satirique	ton satirique	P39	satire	Q3906 
52.28	Q1255	r_s	ton satirique	ton satirique	P39	satire	Q3906 
52.4	Q1263	r_s	conte de fée avec des traits satiriques	traits satiriques	P39	satire	Q3906 
53.5	Q1288	r_s	ton satirique	ton satirique	P39	satire	Q3906 
53.8	Q1290	r_s	ton satirique	ton satirique	P39	satire	Q3906 
54.10	Q1293	r_s	ton satirique	ton satirique	P39	satire	Q3906 
55.10	Q1315	r_s	ton scabreux	ton scabreux	P39	satire	Q3906 
55.11	Q1316	r_s	critique des mœurs, ton satirique	ton satirique	P39	satire	Q3906 
55.38	Q1339	r_s	éléments satiriques	éléments satiriques	P39	satire	Q3906 
57.10	Q1368	r_s	satire du parti des Philosophes	satire	P39	satire	Q3906 
58.1	Q1376	r_s	ton satirique, réflexions philosophiques	ton satirique	P39	satire	Q3906 
59.9	Q1401	r_s	ton satirique	ton satirique	P39	satire	Q3906 
60.1	Q1402	r_s	ton satirique	ton satirique	P39	satire	Q3906 
60.14	Q1405	r_s	ton satirique	ton satirique	P39	satire	Q3906 
60.24	Q1411	r_s	ton satirique	ton satirique	P39	satire	Q3906 
61.22	Q1432	r_s	ton satirique	ton satirique	P39	satire	Q3906 
61.25	Q1433	r_s	Utopie et tendances satiriques	Utopie et tendances satiriques	P39	satire	Q3906 
61.3	Q1435	r_s	ton satirique	ton satirique	P39	satire	Q3906 
62.36	Q1453	r_s	satire des disputes entre Jésuites et Capucins	satire	P39	satire	Q3906 
63.10	Q1462	r_s	ton satirique	ton satirique	P39	satire	Q3906 
63.32	Q1476	r_s	ton satirique (parodie des ‘mémoires’ dans le genre de la Vie de Marianne)	ton satirique (parodie des ‘mémoires’ dans le genre de la Vie de Marianne)	P39	satire	Q3906 
63.42	Q1483	r_s	remarques sur les mœurs, les institutions, thèmes philosophiques, ton satirique	ton satirique	P39	satire	Q3906 
63.5	Q1484	r_s	satire contre les Jésuites	satire contre les Jésuites	P39	satire	Q3906 
64.44	Q1510	r_s	ton satirique	ton satirique	P39	satire	Q3906 
65.11	Q1518	r_s	critique des mœurs, ton satirique	ton satirique	P39	satire	Q3906 
65.38	Q1540	r_s	ton satirique	ton satirique	P39	satire	Q3906 
65.7	Q1554	r_s	ton satirique	ton satirique	P39	satire	Q3906 
66.21	Q1566	r_s	ton satirique, thèmes philosophiques	ton satirique	P39	satire	Q3906 
66.24	Q1568	r_s	ton satirique	ton satirique	P39	satire	Q3906 
66.37	Q1579	r_s	ton satirique	ton satirique	P39	satire	Q3906 
67.12	Q1591	r_s	ton satirique	ton satirique	P39	satire	Q3906 
67.3	Q1606	r_s	ton satirique	ton satirique	P39	satire	Q3906 
67.38	Q1611	r_s	ton satirique	ton satirique	P39	satire	Q3906 
67.47	Q1618	r_s	ton satirique	ton satirique	P39	satire	Q3906 
67.52	Q1622	r_s	ton satirique, sensibilité à la fin	ton satirique	P39	satire	Q3906 
68.22	Q1636	r_s	ton satirique	ton satirique	P39	satire	Q3906 
68.23	Q1637	r_s	satire des institutions économiques	satire	P39	satire	Q3906 
68.38	Q1652	r_s	ton satirique	ton satirique	P39	satire	Q3906 
68.41	Q1655	r_s	ton satirique	ton satirique	P39	satire	Q3906 
68.53	Q1666	r_s	ton satirique, intentions moralisatrices	ton satirique	P39	satire	Q3906 
69.14	Q1676	r_s	ton satirique	ton satirique	P39	satire	Q3906 
69.25	Q1685	r_s	ton satirique	ton satirique	P39	satire	Q3906 
69.52	Q1706	r_s	ton satirique	ton satirique	P39	satire	Q3906 
69.63	Q1712	r_s	ton satirique	ton satirique	P39	satire	Q3906 
70.32	Q1735	r_s	ton satirique	ton satirique	P39	satire	Q3906 
70.6	Q1751	r_s	ton ironique, épopée burlesque	ton ironique	P39	satire	Q3906 
70.65	Q1755	r_s	ton satirique	ton satirique	P39	satire	Q3906 
70.77	Q1763	r_s	ton satirique	ton satirique	P39	satire	Q3906 
71.27	Q1775	r_s	ton satirique	ton satirique	P39	satire	Q3906 
71.8	Q1789	r_s	ton satirique	ton satirique	P39	satire	Q3906 
72.15	Q1797	r_s	ton satirique	ton satirique	P39	satire	Q3906 
72.6	Q1816	r_s	ton satirique, thèmes philosophiques	ton satirique	P39	satire	Q3906 
73.19	Q1827	r_s	ton satirique	ton satirique	P39	satire	Q3906 
73.21	Q1828	r_s	ton satirique	ton satirique	P39	satire	Q3906 
73.4	Q1840	r_s	ton satirique	ton satirique	P39	satire	Q3906 
74.5	Q1863	r_s	ton satirique	ton satirique	P39	satire	Q3906 
75.18	Q1875	r_s	ton satirique	ton satirique	P39	satire	Q3906 
75.27	Q1881	r_s	ton satirique	ton satirique	P39	satire	Q3906 
75.38	Q1887	r_s	ton satirique	ton satirique	P39	satire	Q3906 
76.24	Q1904	r_s	ton satirique	ton satirique	P39	satire	Q3906 
76.45	Q1919	r_s	ton satirique	ton satirique	P39	satire	Q3906 
77.13	Q1930	r_s	ton satirique	ton satirique	P39	satire	Q3906 
78.15	Q1959	r_s	ton satirique	ton satirique	P39	satire	Q3906 
78.18	Q1961	r_s	ton satirique	ton satirique	P39	satire	Q3906 
78.25	Q1968	r_s	ton satirique	ton satirique	P39	satire	Q3906 
79.1	Q1982	r_s	ton satirique	ton satirique	P39	satire	Q3906 
79.10	Q1983	r_s	ton satirique, tendances réalistes	ton satirique	P39	satire	Q3906 
79.11	Q1984	r_s	ton satirique	ton satirique	P39	satire	Q3906 
79.36	Q2004	r_s	ton satirique	ton satirique	P39	satire	Q3906 
80.18	Q2016	r_s	ton satirique	ton satirique	P39	satire	Q3906 
81.18	Q2044	r_s	ton satirique	ton satirique	P39	satire	Q3906 
81.6	Q2056	r_s	ton satirique	ton satirique	P39	satire	Q3906 
82.2	Q2062	r_s	ton satirique, puis sensibilité	ton satirique, puis sensibilité	P39	satire	Q3906 
82.3	Q2068	r_s	satire des Jésuites	satire	P39	satire	Q3906 
83.56	Q2113	r_s	ton satirique	ton satirique	P39	satire	Q3906 
84.23	Q2130	r_s	ton satirique	ton satirique	P39	satire	Q3906 
84.36	Q2141	r_s	thèmes philosophiques, ton satirique	ton satirique	P39	satire	Q3906 
84.38	Q2143	r_s	ton ironique	ton ironique	P39	satire	Q3906 
84.39	Q2144	r_s	ton satirique	ton satirique	P39	satire	Q3906 
85.16	Q2165	r_s	ton satirique	ton satirique	P39	satire	Q3906 
85.19	Q2166	r_s	ton satirique	ton satirique	P39	satire	Q3906 
85.33	Q2176	r_s	ton satirique	ton satirique	P39	satire	Q3906 
85.38	Q2181	r_s	ton satirique	ton satirique	P39	satire	Q3906 
85.43	Q2186	r_s	ton satirique	ton satirique	P39	satire	Q3906 
86.46	Q2215	r_s	ton satirique, prétentions philosophiques	ton satirique	P39	satire	Q3906 
86.60	Q2225	r_s	ton satirique	ton satirique	P39	satire	Q3906 
87.16	Q2236	r_s	ton satirique	ton satirique	P39	satire	Q3906 
87.20	Q2237	r_s	thèmes anticléricaux, ton satirique	ton satirique	P39	satire	Q3906 
87.60	Q2261	r_s	ton satirique	ton satirique	P39	satire	Q3906 
87.68	Q2265	r_s	ton satirique	ton satirique	P39	satire	Q3906 
88.17	Q2279	r_s	ton satirique	ton satirique	P39	satire	Q3906 
88.25	Q2282	r_s	ton satirique	ton satirique	P39	satire	Q3906 
88.86	Q2311	r_s	ton satirique	ton satirique	P39	satire	Q3906 
88.96	Q2321	r_s	ton satirique	ton satirique	P39	satire	Q3906 
89.2	Q2332	r_s	ton satirique	ton satirique	P39	satire	Q3906 
89.58	Q2356	r_s	ton satirique	ton satirique	P39	satire	Q3906 
89.63	Q2358	r_s	ton satirique	ton satirique	P39	satire	Q3906 
90.17	Q2383	r_s	ton satirique	ton satirique	P39	satire	Q3906 
90.40	Q2396	r_s	ton satirique, style ’ancien ’	ton satirique	P39	satire	Q3906 
90.7	Q2416	r_s	ton satirique	ton satirique	P39	satire	Q3906 
91.24	Q2432	r_s	ton satirique	ton satirique	P39	satire	Q3906 
91.8	Q2451	r_s	ton satirique	ton satirique	P39	satire	Q3906 
92.17	Q2459	r_s	ton satirique	ton satirique	P39	satire	Q3906 
92.7	Q2479	r_s	satire des mœurs	satire	P39	satire	Q3906 
93.15	Q2485	r_s	ton héroï-comique	ton héroï-comique	P39	satire	Q3906 
93.5	Q2490	r_s	satire politique, religieuse, médicale	satire	P39	satire	Q3906 
97.61	Q2586	r_s	ton satirique	ton satirique	P39	satire	Q3906 
98.3	Q2606	r_s	thèmes philosophiques, ton satirique (imitation de Candide)	ton satirique (imitation de Candide)	P39	satire	Q3906 
98.34	Q2609	r_s	construction désordonnée, ton satirique et facétieux	ton satirique et facétieux	P39	satire	Q3906 
98.82	Q2634	r_s	ton satirique	ton satirique	P39	satire	Q3906 
99.110	Q2649	r_s	ton satirique	ton satirique	P39	satire	Q3906 
99.114	Q2653	r_s	ton satirique	ton satirique	P39	satire	Q3906 
99.128	Q2665	r_s	ton satirique, thèmes philosophiques	ton satirique	P39	satire	Q3906 
99.141	Q2676	r_s	ton satirique, tendances réalistes	ton satirique	P39	satire	Q3906 
99.33	Q2713	r_s	ton satirique	ton satirique	P39	satire	Q3906 
99.44	Q2722	r_s	ton satirique	ton satirique	P39	satire	Q3906 
99.46	Q2723	r_s	ton satirique	ton satirique	P39	satire	Q3906 
99.50	Q2727	r_s	ton satirique	ton satirique	P39	satire	Q3906 
99.65	Q2735	r_s	ton satirique, sensibilité	ton satirique	P39	satire	Q3906 
99.92	Q2757	r_s	ton satirique	ton satirique	P39	satire	Q3906 
00.37	Q1009	r_s	précisions pornographiques. (Ce serait une satire contre Joséphine de Beauharnais, madame Tallien et madame Visconti.)	satire	P39	satire	Q3906 
52.43	Q1011	r_s	thèmes philosophiques, ton satirique.	ton satirique	P39	satire	Q3906 
58.5	Q1019	r_s	ton satirique	ton satirique	P39	satire	Q3906 
62.11	Q1026	r_s	critique des mœurs, ton satirique.	ton satirique	P39	satire	Q3906 
71.36	Q1039	r_s	ton satirique.	ton satirique	P39	satire	Q3906 
90.47	Q1077	r_s	ton satirique.	ton satirique	P39	satire	Q3906 
91.44	Q1080	r_s	ton satirique.	ton satirique	P39	satire	Q3906 
